path,is_valid,width,height,channels,aspect_ratio,error,blur_score,brightness,contrast,filename,label,claim_id,sha256,dhash
D:\MY PROJECTS\NPN-Car-Insurance\notebooks\data\raw\vinayjose_car_damage\images\2259.jpg,True,886,664,3,1.3343,,82.0446,125.2814,47.2355,2259.jpg,0,2259,a738718f660b86965965a938f239098c9817314418e526e25a17ecf897c44dc3,88f034fc58a76838
D:\MY PROJECTS\NPN-Car-Insurance\notebooks\data\raw\vinayjose_car_damage\images\2260.jpg,True,1137,852,3,1.3345,,20.7717,95.5546,54.821,2260.jpg,0,2260,1aa2990e2e68c2e6a6eb2265aa8517a4b0ddad3c13325ea0507681d62c8e1d6b,4dddfbbc9cddccd6
D:\MY PROJECTS\NPN-Car-Insurance\notebooks\data\raw\vinayjose_car_damage\images\2261.jpg,True,1383,1037,3,1.3337,,59.4348,144.8549,52.0639,2261.jpg,0,2261,3dc257bea140bf2b91c3eeec86ef93f111ebaca765a989edb5848069d1edeb0a,02484d808605001c
D:\MY PROJECTS\NPN-Car-Insurance\notebooks\data\raw\vinayjose_car_damage\images\2262.jpg,True,1258,943,3,1.334,,96.7544,115.5497,56.6428,2262.jpg,1,2262,0408a954f65431128c6cb25df736cfbee76a55d331eddd594112178b95676284,c1a599d9e3633b13
D:\MY PROJECTS\NPN-Car-Insurance\notebooks\data\raw\vinayjose_car_damage\images\2263.jpg,True,1155,866,3,1.3337,,91.2688,85.0819,51.151,2263.jpg,0,2263,cacfb67364bbd96449c6ee10a8a0992c95ecce349e44a021a49455bc6904167e,22a465a5a3020018
D:\MY PROJECTS\NPN-Car-Insurance\notebooks\data\raw\vinayjose_car_damage\images\2264.jpg,True,1158,868,3,1.3341,,16.0799,78.2347,54.8809,2264.jpg,1,2264,fc8719d668ff447999ee438f15a32a89a41b284b7aa05001bf92206db8112d9e,befe872222407463
D:\MY PROJECTS\NPN-Car-Insurance\notebooks\data\raw\vinayjose_car_damage\images\2265.jpg,True,891,668,3,1.3338,,39.3124,94.4669,39.0266,2265.jpg,1,2265,28f06720407eee8a6f16977e1db99c241de6fe90031f80c311ceb9a41c85ae54,7e4edd71696f6763
D:\MY PROJECTS\NPN-Car-Insurance\notebooks\data\raw\vinayjose_car_damage\images\2266.jpg,True,1328,996,3,1.3333,,15.0191,63.3412,63.9276,2266.jpg,0,2266,9a86ea63733c81375657994d59b3fc4734c504c88a884beb8f426ffdbc369dd8,da581232303635ec
D:\MY PROJECTS\NPN-Car-Insurance\notebooks\data\raw\vinayjose_car_damage\images\2268.jpg,True,1109,831,3,1.3345,,31.8659,115.4954,76.5745,2268.jpg,1,2268,9c061195446fe51eee8819f6e1266b7a0944284c3de116655772fa5983841693,c30898e46f49f4f8
D:\MY PROJECTS\NPN-Car-Insurance\notebooks\data\raw\vinayjose_car_damage\images\2269.jpg,True,1441,1080,3,1.3343,,21.3282,163.7283,71.6126,2269.jpg,0,2269,51847f03983bd2e6c30b1f9f2a8dafeca2fe25aa11e8c8c0c32a112b0ebeddee,9696999c94c91194
D:\MY PROJECTS\NPN-Car-Insurance\notebooks\data\raw\vinayjose_car_damage\images\2270.jpg,True,850,637,3,1.3344,,55.4295,57.6992,48.6271,2270.jpg,0,2270,c1389af5299f29f0a36f75e8ee33f96780337de19b2175f968bf9e2f2825b08b,ccec67f1786e330e
D:\MY PROJECTS\NPN-Car-Insurance\notebooks\data\raw\vinayjose_car_damage\images\2271.jpg,True,802,601,3,1.3344,,52.0207,153.37,52.9449,2271.jpg,0,2271,726b77f45bffb2edd5aaf55f041df6ccdc48db7dc829ecd1d1d7a141e76e789a,ca943919ca6363c7
D:\MY PROJECTS\NPN-Car-Insurance\notebooks\data\raw\vinayjose_car_damage\images\2272.jpg,True,858,643,3,1.3344,,3227.5178,151.1333,74.9684,2272.jpg,0,2272,ee8b8cdd69349aca929f74c847aa4027d6080be7cc2446ea38d4d0fdfa3195a0,7ff871b7d668d1cf
D:\MY PROJECTS\NPN-Car-Insurance\notebooks\data\raw\vinayjose_car_damage\images\2273.jpg,True,862,646,3,1.3344,,2942.4793,36.2425,42.7897,2273.jpg,0,2273,91b30a92de2950d13dafe653d002b761137f8ff2dbb2dfdf1c9fac5bf326d8a4,c478311a5011130b
D:\MY PROJECTS\NPN-Car-Insurance\notebooks\data\raw\vinayjose_car_damage\images\2274.jpg,True,1441,1080,3,1.3343,,148.4722,155.4735,70.2552,2274.jpg,0,2274,6fb811d7ea0546d464e37952aa66d5238da993e771612cd52f5303b65214b7de,26479b93bb7b4724
D:\MY PROJECTS\NPN-Car-Insurance\notebooks\data\raw\vinayjose_car_damage\images\2275.jpg,True,898,673,3,1.3343,,111.1146,113.8762,66.9035,2275.jpg,0,2275,385baca4a83fc50bf74992d39f3dd79ba6fbdf6413f1ed3603768f1b8cb231b6,40404c4844404248
D:\MY PROJECTS\NPN-Car-Insurance\notebooks\data\raw\vinayjose_car_damage\images\2277.jpg,True,1329,996,3,1.3343,,17.4201,146.2566,92.006,2277.jpg,1,2277,7ec1016be70263ac1fdb4a099c9c26dd4331917e34f06a6acfd27df8f07480c3,c6cb9393bb39f14f
D:\MY PROJECTS\NPN-Car-Insurance\notebooks\data\raw\vinayjose_car_damage\images\2278.jpg,True,818,613,3,1.3344,,426.9693,117.1472,47.6555,2278.jpg,0,2278,4b00f895d08419d4e24ea16ba7b537c832adf65b6e725b8f3cc7996b3edcb45b,987854fafaf0f244
D:\MY PROJECTS\NPN-Car-Insurance\notebooks\data\raw\vinayjose_car_damage\images\2279.jpg,True,1366,1024,3,1.334,,303.4966,117.2974,63.1612,2279.jpg,0,2279,047ed4324bd2f1562a0cb980a99d39f1ee89652f36441017e7bbc3bcda6c9c3d,cd9c90c8c09080c0
D:\MY PROJECTS\NPN-Car-Insurance\notebooks\data\raw\vinayjose_car_damage\images\2280.jpg,True,1276,957,3,1.3333,,37.253,96.0384,52.8719,2280.jpg,0,2280,db5658300244dfb558878db34c95c1056a61d746ec24e254b32ddb2d2cf6ba9d,cfcf136f23824435
D:\MY PROJECTS\NPN-Car-Insurance\notebooks\data\raw\vinayjose_car_damage\images\2281.jpg,True,1277,957,3,1.3344,,2662.361,113.0178,69.0378,2281.jpg,0,2281,6f0808fddaf530a857c2d8dc9c7642408d9d4aef0f1a97d405f06ecdd600dbe7,e1c7129610011de9
D:\MY PROJECTS\NPN-Car-Insurance\notebooks\data\raw\vinayjose_car_damage\images\2283.jpg,True,1304,978,3,1.3333,,330.5031,98.2775,45.0364,2283.jpg,0,2283,7af6a671f2d79907b97b491fe1e8db8a1fd95b826f2736fd6c3abdff8d32943e,31358f9382061824
D:\MY PROJECTS\NPN-Car-Insurance\notebooks\data\raw\vinayjose_car_damage\images\2285.jpg,True,1429,1071,3,1.3343,,81.9742,119.8909,69.7916,2285.jpg,0,2285,dfa8feb20a52d72a84cb6d8c2a2ab8f8a7535029b3c368c77aae245abf48d3b6,e5f598cc6eaf9b99
D:\MY PROJECTS\NPN-Car-Insurance\notebooks\data\raw\vinayjose_car_damage\images\2287.jpg,True,1479,1109,3,1.3336,,59.9648,61.2967,32.7966,2287.jpg,0,2287,fa9598237215969763a0cb152479c7c97211d7cb3931a51c7e16e1bedcb0c824,7a7bf0b461e142b2
D:\MY PROJECTS\NPN-Car-Insurance\notebooks\data\raw\vinayjose_car_damage\images\2289.jpg,True,891,668,3,1.3338,,3976.0501,116.2571,66.5258,2289.jpg,0,2289,69810d98879929c554c517c3ff0beaef6825ebbe5a0e2fdb1f79bac1c25710c2,f6fc787871626e64
D:\MY PROJECTS\NPN-Car-Insurance\notebooks\data\raw\vinayjose_car_damage\images\2290.jpg,True,870,652,3,1.3344,,330.8636,102.5605,52.1373,2290.jpg,0,2290,009742a9c79eda91beb7b578ff7721e863554ac88516986035c71b2cc67d6a2a,14640f46b6b2820a
D:\MY PROJECTS\NPN-Car-Insurance\notebooks\data\raw\vinayjose_car_damage\images\2293.jpg,True,1462,1096,3,1.3339,,44.6824,140.8966,68.3684,2293.jpg,0,2293,b2d96431eac0f8e384d96e6752c0855f13c7989c8f94f51b45a9b3dacb254669,e4cc9422727073d6
D:\MY PROJECTS\NPN-Car-Insurance\notebooks\data\raw\vinayjose_car_damage\images\2294.jpg,True,900,675,3,1.3333,,4571.0769,113.3316,56.0781,2294.jpg,0,2294,1edd412bfb55578ca0e04f075913c6e24ec97aa10168314c8cdfe3a271c31bce,92d2f2b2d0e07232
D:\MY PROJECTS\NPN-Car-Insurance\notebooks\data\raw\vinayjose_car_damage\images\2295.jpg,True,1353,1014,3,1.3343,,106.323,120.6566,71.0905,2295.jpg,0,2295,8120431ef32ab596051a2324932b6551f3b64d776f79269cded7e97b6f7d1376,fcf2f9dcd9fefce0
D:\MY PROJECTS\NPN-Car-Insurance\notebooks\data\raw\vinayjose_car_damage\images\2296.jpg,True,1467,1100,3,1.3336,,44.7958,145.3564,60.6606,2296.jpg,0,2296,411786e8c6b4eed9b5ab939e2aba8ea523b89d8d3b4ce6224ebf0ac181514603,c496e2e3b7911b3f
D:\MY PROJECTS\NPN-Car-Insurance\notebooks\data\raw\vinayjose_car_damage\images\2297.jpg,True,853,639,3,1.3349,,77.5998,85.5029,41.7767,2297.jpg,0,2297,3afd9c45308d144dbd16c8544804699b4a88d8e7cf4c96b5dbfa0396b1a048ad,c2dc7d391a100133
D:\MY PROJECTS\NPN-Car-Insurance\notebooks\data\raw\vinayjose_car_damage\images\2298.jpg,True,857,642,3,1.3349,,45.4289,121.8238,85.4757,2298.jpg,0,2298,55ca1dcf52b09f2b42eb50839899bd85e23582378f67914549ff4c503236b4f2,a4884c2672614930
D:\MY PROJECTS\NPN-Car-Insurance\notebooks\data\raw\vinayjose_car_damage\images\2299.jpg,True,828,621,3,1.3333,,715.5333,98.8362,38.8097,2299.jpg,0,2299,568ed9999a373b48e8feff7a7d7a5d53cf007ab099a6af22d91fa49e7bbbd6a2,e090e8b080701848
D:\MY PROJECTS\NPN-Car-Insurance\notebooks\data\raw\vinayjose_car_damage\images\2300.jpg,True,1436,1077,3,1.3333,,23.9003,94.6169,60.7027,2300.jpg,0,2300,48b90d498995a269256ad6cd92e0c29f88b3f8857f26bdb4889e7d3e21ab9ac6,81894303e1113fff
D:\MY PROJECTS\NPN-Car-Insurance\notebooks\data\raw\vinayjose_car_damage\images\2302.jpg,True,1240,930,3,1.3333,,200.9816,125.755,48.5625,2302.jpg,0,2302,a6a54eff5b02e31aa9c80540f400bac2ff67c7c7f13747ee72fd0770f7f03e26,c6c4d0340019c145
D:\MY PROJECTS\NPN-Car-Insurance\notebooks\data\raw\vinayjose_car_damage\images\2303.jpg,True,1156,867,3,1.3333,,580.9362,86.5452,49.0806,2303.jpg,0,2303,b441b4cd877fe068004faddfa2a82e8d30a1b5b27041f12f4524736dda30d892,f69f7c30d9b81888
D:\MY PROJECTS\NPN-Car-Insurance\notebooks\data\raw\vinayjose_car_damage\images\2304.jpg,True,864,648,3,1.3333,,51.8792,135.0889,57.0414,2304.jpg,0,2304,7bc40d26d05654699ea059ef12a9b59b3e879fae223c1af5fa1f132bf9327a1f,5a9c8d8c8cc8c8c0
D:\MY PROJECTS\NPN-Car-Insurance\notebooks\data\raw\vinayjose_car_damage\images\2305.jpg,True,1219,914,3,1.3337,,18.4305,110.0711,49.7471,2305.jpg,0,2305,3e88cb2e4c0c1f550ee450e5e5f7370a9573ae830c06a81bb9eadfe4fa3cb01b,bfde6f9f46a021e1
D:\MY PROJECTS\NPN-Car-Insurance\notebooks\data\raw\vinayjose_car_damage\images\2306.jpg,True,1109,831,3,1.3345,,27.9802,149.9576,58.1795,2306.jpg,0,2306,4fa7b8cb4a3fe240dc07d88aa4c5c80af2449fd56760de274c7d93c11d3842de,20120b2533e9e667
D:\MY PROJECTS\NPN-Car-Insurance\notebooks\data\raw\vinayjose_car_damage\images\2307.jpg,True,1445,1083,3,1.3343,,11.3853,88.6743,42.4387,2307.jpg,0,2307,d4c38567995629d2abfa477b83f5f72f42e0347d2c36787b9d5427622818f590,71363210da5f1c86
D:\MY PROJECTS\NPN-Car-Insurance\notebooks\data\raw\vinayjose_car_damage\images\2308.jpg,True,805,603,3,1.335,,156.6406,141.4921,23.6152,2308.jpg,0,2308,cef561bcd6e1640879c781156110088e496bbea184d426fda89a98437bac7aa7,34384808e0e0f0f0
D:\MY PROJECTS\NPN-Car-Insurance\notebooks\data\raw\vinayjose_car_damage\images\2309.jpg,True,826,619,3,1.3344,,142.0921,141.4744,45.9002,2309.jpg,1,2309,392335f6186991143be920517a9b1d2373a5947cd965806b06b171cd486e32b0,e1f8a285a4b33372
D:\MY PROJECTS\NPN-Car-Insurance\notebooks\data\raw\vinayjose_car_damage\images\2313.jpg,True,832,624,3,1.3333,,96.8806,111.035,62.9504,2313.jpg,0,2313,c991044cb609449998181a154cc78de8b1bd1d4e7fe3fcc10346bd76dd4238dd,ecccecfcfaf8fcf8
D:\MY PROJECTS\NPN-Car-Insurance\notebooks\data\raw\vinayjose_car_damage\images\2316.jpg,True,1227,920,3,1.3337,,21.0404,110.4579,38.8522,2316.jpg,0,2316,1af6c8081af7a743039dc6312362b765701178df154aac72fab3f8e0bb9f6698,ffffffffffbf0ec0
D:\MY PROJECTS\NPN-Car-Insurance\notebooks\data\raw\vinayjose_car_damage\images\2318.jpg,True,897,672,3,1.3348,,573.9169,50.425,23.8703,2318.jpg,0,2318,4ccdbe49e122946e865a02f5617ffb95968224d8b216b3c7f62ad8fb9dc32de7,a14b5b9393539707
D:\MY PROJECTS\NPN-Car-Insurance\notebooks\data\raw\vinayjose_car_damage\images\2319.jpg,True,878,658,3,1.3343,,7519.2468,134.0565,50.9124,2319.jpg,0,2319,44004ce5c1686545584b60e509d05fcc77b7463570238b15c880eca17dbc18d6,183860e4e4e48cbc
D:\MY PROJECTS\NPN-Car-Insurance\notebooks\data\raw\vinayjose_car_damage\images\2320.jpg,True,803,602,3,1.3339,,306.7745,185.32,83.086,2320.jpg,0,2320,cf4dd1bcc1f0cdd08713e553eb63646e3fb6bbde541f9f759e1cba5535e6be1c,dc9bd7cfbb70736c
D:\MY PROJECTS\NPN-Car-Insurance\notebooks\data\raw\vinayjose_car_damage\images\2321.jpg,True,1421,1065,3,1.3343,,11.8693,171.7402,47.3466,2321.jpg,0,2321,d8447fdd144349040a5fa82a44e21ad7d694fe87776523ace293fb2423927378,134440c1c4e1f866
D:\MY PROJECTS\NPN-Car-Insurance\notebooks\data\raw\vinayjose_car_damage\images\2322.jpg,True,834,625,3,1.3344,,63.4469,112.6014,46.9013,2322.jpg,0,2322,414fb6f3f769319b1f89cd14b3658d5d60d3f797d48e73f49c9eee84bccb41fe,61e9e9ab99787307
D:\MY PROJECTS\NPN-Car-Insurance\notebooks\data\raw\vinayjose_car_damage\images\2324.jpg,True,1376,1032,3,1.3333,,286.1645,155.2705,66.9353,2324.jpg,0,2324,393297a0ea2c75373389c9ccccd9d1a191e5e0cb257071c9a1f869f342f5df53,90c6c58113613d0d
D:\MY PROJECTS\NPN-Car-Insurance\notebooks\data\raw\vinayjose_car_damage\images\2325.jpg,True,852,639,3,1.3333,,2683.5247,126.042,52.0286,2325.jpg,0,2325,f92dfdf383cda06b0a1aa9129ac8767ccf2d44741ba489a5c7e1080dba5cd36e,63680e83a9b097ff
D:\MY PROJECTS\NPN-Car-Insurance\notebooks\data\raw\vinayjose_car_damage\images\2326.jpg,True,809,606,3,1.335,,50.5581,134.0678,53.5737,2326.jpg,0,2326,758a63434bea1c941642649144f8992b88e0284743856ba69b39a99f357cfeb6,2590a465e1b1e3c7
D:\MY PROJECTS\NPN-Car-Insurance\notebooks\data\raw\vinayjose_car_damage\images\2329.jpg,True,1475,1106,3,1.3336,,54.8363,73.8963,44.5399,2329.jpg,0,2329,8dd8d7ac21f757d41fec141525be58e38fa6c350d3f2861f548acfd0e3ab5197,2864ecc45cb4b00c
D:\MY PROJECTS\NPN-Car-Insurance\notebooks\data\raw\vinayjose_car_damage\images\2331.jpg,True,1252,939,3,1.3333,,75.3083,126.9403,70.1912,2331.jpg,0,2331,21d98b2cf7c2b9de694dc9410653b9cabc87feedc57e3296391f9f87f1fe0b68,31ffbed753dcee2d
D:\MY PROJECTS\NPN-Car-Insurance\notebooks\data\raw\vinayjose_car_damage\images\2332.jpg,True,1355,1016,3,1.3337,,25.5255,88.6481,49.3199,2332.jpg,0,2332,c69870666b94836c6310e1df401b2fc86c3d84d2ab741b7d66c3a5aa2be22fda,69f37bfbe8a99f7c
D:\MY PROJECTS\NPN-Car-Insurance\notebooks\data\raw\vinayjose_car_damage\images\2333.jpg,True,836,627,3,1.3333,,5173.7263,72.2753,62.6547,2333.jpg,0,2333,043dad3edeb7a7d7059d1c250fbf33cf38ed2f239d73e8c6b37bc6fa7ca85e0a,92bba7eb69b490c9
D:\MY PROJECTS\NPN-Car-Insurance\notebooks\data\raw\vinayjose_car_damage\images\2334.jpg,True,821,615,3,1.335,,77.3954,154.029,48.8856,2334.jpg,1,2334,6f6d34fd13b1aa04480ad7a009bff903d133157046627602f6009fb012ea6e68,78e0ba5eda3233b1
D:\MY PROJECTS\NPN-Car-Insurance\notebooks\data\raw\vinayjose_car_damage\images\2335.jpg,True,832,624,3,1.3333,,577.5154,132.7117,51.4607,2335.jpg,0,2335,b1b1849ccc892599fc50a038277a5997547e679d476cd5440b39b4b2025501d3,03298d908c8693cb
D:\MY PROJECTS\NPN-Car-Insurance\notebooks\data\raw\vinayjose_car_damage\images\2337.jpg,True,1324,993,3,1.3333,,11.6553,87.3582,66.4322,2337.jpg,0,2337,4605d1195ec730d9b75445302295e569eab8c3f78ee99cdacea4653fe38a9552,4811018108184e63
D:\MY PROJECTS\NPN-Car-Insurance\notebooks\data\raw\vinayjose_car_damage\images\2339.jpg,True,1157,867,3,1.3345,,104.5701,122.4825,71.1649,2339.jpg,0,2339,854b9bfdde962d10aa606d415ef60ac87f39aed09dedc6d23de75cbc2a755f4e,cf89a270eafe7ebc
D:\MY PROJECTS\NPN-Car-Insurance\notebooks\data\raw\vinayjose_car_damage\images\2340.jpg,True,845,633,3,1.3349,,152.215,66.1361,45.1362,2340.jpg,0,2340,7a24fc26f2e04742fe2506062197d4f4a7b7f80d8ebd4bb84d98a9dff22e5669,787071d1f3670119
D:\MY PROJECTS\NPN-Car-Insurance\notebooks\data\raw\vinayjose_car_damage\images\2343.jpg,True,1411,1058,3,1.3336,,18.3687,92.8854,43.3385,2343.jpg,0,2343,88099c18ef9e8036985aa3a7f60593deaea289d76e7a40d28007dbc2bb982173,873830706871b196
D:\MY PROJECTS\NPN-Car-Insurance\notebooks\data\raw\vinayjose_car_damage\images\2348.jpg,True,1299,974,3,1.3337,,20.1349,141.5283,81.4393,2348.jpg,0,2348,9468622b3dbb64ad7fc6d81267f1962b930890383cb99f97741e4d6980df2710,c6c9536aee372666
D:\MY PROJECTS\NPN-Car-Insurance\notebooks\data\raw\vinayjose_car_damage\images\2350.jpg,True,854,640,3,1.3344,,127.4708,139.3454,61.5678,2350.jpg,0,2350,b4051ffd9aa26b032fa91ca1c2d27e2ba3de6d0a91e7cae1a7c78b4570c6810c,cc6231b8b25b8e98
D:\MY PROJECTS\NPN-Car-Insurance\notebooks\data\raw\vinayjose_car_damage\images\2351.jpg,True,894,670,3,1.3343,,178.1963,104.0308,52.4312,2351.jpg,0,2351,9971172d3ccb2af06c7f27d9ef6038391e2146874d959f1f85b7064783ffbdbb,dfbfff7f1e83e030
D:\MY PROJECTS\NPN-Car-Insurance\notebooks\data\raw\vinayjose_car_damage\images\2352.jpg,True,1116,837,3,1.3333,,850.7008,52.548,37.3798,2352.jpg,0,2352,a7e8b7fca880f558135fa558fa92f29dbd8aa126f8b256b0a4900948278af600,38ad3bcbeee667cf
D:\MY PROJECTS\NPN-Car-Insurance\notebooks\data\raw\vinayjose_car_damage\images\2355.jpg,True,1408,1056,3,1.3333,,141.6061,121.4522,66.3898,2355.jpg,0,2355,f7e39c1aceaf33503aa66f4313825d2b92ec267dfbc5dc4334b9730f03edcac9,c090180006c20207
D:\MY PROJECTS\NPN-Car-Insurance\notebooks\data\raw\vinayjose_car_damage\images\2356.jpg,True,1132,849,3,1.3333,,1019.0315,122.0772,75.8552,2356.jpg,0,2356,238a586a94aa776418e28f9af986a96cb5358baa9b5556dbde52216a0b57fc40,f76e7df9830f7fff
D:\MY PROJECTS\NPN-Car-Insurance\notebooks\data\raw\vinayjose_car_damage\images\2358.jpg,True,1277,957,3,1.3344,,69.0312,128.9057,73.7531,2358.jpg,0,2358,d426dcb09fea01edf6c04a97c01d2e5e05692681454fe15d879b5e14d922177c,66263a7fcfcacaae
D:\MY PROJECTS\NPN-Car-Insurance\notebooks\data\raw\vinayjose_car_damage\images\2360.jpg,True,1211,908,3,1.3337,,52.6912,114.7583,65.7086,2360.jpg,0,2360,a2c4ec871b0664ca990fea857c0ce4c9e871d62d914f6b198a47fdb947178212,e1c3129614011de9
D:\MY PROJECTS\NPN-Car-Insurance\notebooks\data\raw\vinayjose_car_damage\images\2361.jpg,True,803,602,3,1.3339,,129.0737,148.6128,51.4825,2361.jpg,0,2361,13dcfcbd3af911795230f19401591f6a5b2503be8d6e9473ab403de8e9fe3db0,6370482c38f0c330
D:\MY PROJECTS\NPN-Car-Insurance\notebooks\data\raw\vinayjose_car_damage\images\2363.jpg,True,881,660,3,1.3348,,61.1476,122.3491,49.0955,2363.jpg,0,2363,6e39d46137e9a262dbfc80eb5a1eb5baca479df86acda0284ff7de114caddf7c,9107077b7fa88d80
D:\MY PROJECTS\NPN-Car-Insurance\notebooks\data\raw\vinayjose_car_damage\images\2365.jpg,True,1255,941,3,1.3337,,335.2612,133.4529,31.5826,2365.jpg,0,2365,8ad4efe361c0ce7588117f7e25ed4cb59e6fdd20e79d175ba01a13437956aa3d,654569e9d9b46bb9
D:\MY PROJECTS\NPN-Car-Insurance\notebooks\data\raw\vinayjose_car_damage\images\2366.jpg,True,1154,865,3,1.3341,,128.2263,138.5378,73.848,2366.jpg,0,2366,238ab08005e180633731c0104835aecb8a94e2f29f5b23f0f6b60a56946e9eb7,018612381911e3c2
D:\MY PROJECTS\NPN-Car-Insurance\notebooks\data\raw\vinayjose_car_damage\images\2367.jpg,True,803,602,3,1.3339,,3074.0558,152.831,48.7657,2367.jpg,0,2367,06eec396976d06235d301ab7f0666a9d013326ff7d1bb5831988d3994a536ca7,cecac9bcaecf7f79
D:\MY PROJECTS\NPN-Car-Insurance\notebooks\data\raw\vinayjose_car_damage\images\2368.jpg,True,1250,937,3,1.334,,614.5087,108.492,57.9659,2368.jpg,0,2368,3513298806c2ec435c3473c0fae23e8d674e106a90d9b1fa9ad1eb68bbd879e7,c8cc64daccc53af2
D:\MY PROJECTS\NPN-Car-Insurance\notebooks\data\raw\vinayjose_car_damage\images\2370.jpg,True,1139,854,3,1.3337,,721.3181,125.894,48.7864,2370.jpg,0,2370,323178058e8ad1e798586dd60d5398c28d9779ba5c2b26a04360c2edaf3a5195,6e1e5e0e04120303
D:\MY PROJECTS\NPN-Car-Insurance\notebooks\data\raw\vinayjose_car_damage\images\2371.jpg,True,811,608,3,1.3339,,22.8661,124.1586,50.4149,2371.jpg,0,2371,c06a96e29cde99bbf8c1e2af0929fa1608eb820f75654b3ea3fe9cc724064367,e06cb6f1f0f9b49f
D:\MY PROJECTS\NPN-Car-Insurance\notebooks\data\raw\vinayjose_car_damage\images\2372.jpg,True,1493,1119,3,1.3342,,173.3351,97.7144,39.7606,2372.jpg,0,2372,6589611bf13a22b4e73318d3bbfbe09845e3fee072803f1bbbe321f561d87063,f068aa8b7b33a74b
D:\MY PROJECTS\NPN-Car-Insurance\notebooks\data\raw\vinayjose_car_damage\images\2374.jpg,True,1364,1023,3,1.3333,,1065.3179,85.1335,41.6605,2374.jpg,0,2374,ad76d74c41d4e161ca7daf0d5c4f240774b77a82dd41aa3511632f7561f74343,7ee50f53bf39c3ef
D:\MY PROJECTS\NPN-Car-Insurance\notebooks\data\raw\vinayjose_car_damage\images\2375.jpg,True,1288,966,3,1.3333,,11.7479,157.7973,72.7979,2375.jpg,0,2375,a97d2f679a76d7e6584ddc1804a3e3e9c86d4fdd89dd7c4429487869134a60b2,ec8e4b46e4f0f0f0
D:\MY PROJECTS\NPN-Car-Insurance\notebooks\data\raw\vinayjose_car_damage\images\2382.jpg,True,1335,1001,3,1.3337,,25.099,91.3881,48.0929,2382.jpg,0,2382,cc3b786ccef6475baa1ec2d8c6367bb99ea8c0968f6bffb915314206e02bd2de,d0f070e2f83cdc78
D:\MY PROJECTS\NPN-Car-Insurance\notebooks\data\raw\vinayjose_car_damage\images\2383.jpg,True,876,657,3,1.3333,,73.2533,130.7566,61.3143,2383.jpg,0,2383,0d7001e32ee3ba8bbb39cd3890fd20c1ca2a772558517d4057b6c62523c63c07,773c65be9e99c9d8
D:\MY PROJECTS\NPN-Car-Insurance\notebooks\data\raw\vinayjose_car_damage\images\2384.jpg,True,835,626,3,1.3339,,145.7505,79.7706,36.6945,2384.jpg,0,2384,ac292de17f1624b2535e6736af048007e7175f874bfa1425ec42ce5bec90a0a4,8c79fdd6b56992d6
D:\MY PROJECTS\NPN-Car-Insurance\notebooks\data\raw\vinayjose_car_damage\images\2385.jpg,True,1369,1026,3,1.3343,,11.0659,142.7177,58.2381,2385.jpg,0,2385,9d71542342f505254027145ef7e4f650313da34ed9ed6f6d0ce0c45247ebeb4b,880193362c6e7973
D:\MY PROJECTS\NPN-Car-Insurance\notebooks\data\raw\vinayjose_car_damage\images\2386.jpg,True,878,658,3,1.3343,,79.2081,91.653,58.3947,2386.jpg,1,2386,c7d15550656f1726c9eff16ab8a01b4f0e321d92f36f29204d768c579850a96f,913d5d9b2a4f5f7d
D:\MY PROJECTS\NPN-Car-Insurance\notebooks\data\raw\vinayjose_car_damage\images\2388.jpg,True,1439,1079,3,1.3336,,68.1985,105.5891,68.0126,2388.jpg,0,2388,d6ebf0f27ebabb5ffe275b973724213abf55caee520349ce16380751215763ad,c0f0f0f131d9c3c3
D:\MY PROJECTS\NPN-Car-Insurance\notebooks\data\raw\vinayjose_car_damage\images\2389.jpg,True,887,665,3,1.3338,,421.8247,147.7751,70.8878,2389.jpg,0,2389,e66dc88a08da751beb656673bdfcc96d2ca9030c7934acf709893109dad919cf,1b3b7ffffb7fe6fa
D:\MY PROJECTS\NPN-Car-Insurance\notebooks\data\raw\vinayjose_car_damage\images\2391.jpg,True,892,669,3,1.3333,,1272.3353,170.0147,55.2378,2391.jpg,0,2391,d953e32ae4ab450acb885bb4454f9377d15fe7d715b5da0f96d1be86c371316a,2d39830b5b1f3efe
D:\MY PROJECTS\NPN-Car-Insurance\notebooks\data\raw\vinayjose_car_damage\images\2392.jpg,True,1479,1109,3,1.3336,,812.785,116.3374,57.0249,2392.jpg,0,2392,60377d8c4a2bd4dc39e5059e0828a87b87ef876da933784dfd9eb2fc230dda3a,fbfb6b393839393f
D:\MY PROJECTS\NPN-Car-Insurance\notebooks\data\raw\vinayjose_car_damage\images\2393.jpg,True,853,639,3,1.3349,,50.6452,130.1452,66.599,2393.jpg,1,2393,c939c4bddd193453248ec743ab76834f5cd9dc7a8d5316a8ec9c11e34e14abee,c99d0c29676f4fff
D:\MY PROJECTS\NPN-Car-Insurance\notebooks\data\raw\vinayjose_car_damage\images\2394.jpg,True,1353,1014,3,1.3343,,122.2581,112.8501,46.4405,2394.jpg,0,2394,37a06460adeb3d73a31d125a14eaad146cc30449b1e713e326f2be5bfab27448,160282131f2e0900
